,name,duration_ms,explicit,popularity,artists,album_name,danceability,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
15,Escalate,-0.2263667924563286,0,0.25,X-RX,Activate the Machinez,0.529,9,0.8027437546120978,0.0,0.0422,0.000821,0.0743,0.306,0.589,0.3963272926225493,4.0,11
17,Real Bad Man - Radio Edit,-0.4810292439098816,0,0.01,Beenie Man;Blakk Man,Imac Riddim,0.717,8,0.7821679207160608,0.0,0.291,0.0298,2.33e-06,0.133,0.792,0.3204432474535568,5.0,13
18,Three Black Cats,-1.168109515522552,0,0.14,CoComelon,Halloween Party,0.883,0,-0.3556924220550279,1.0,0.0404,0.486,1.76e-05,0.0979,0.884,0.36539700823587823,3.0,6
19,Dust till Dawn,-1.0736057950541644,0,0.45,Dusty Decks,Solid Centre,0.747,10,0.3159496356082948,0.0,0.119,0.0264,0.888,0.102,0.71,-1.1118189574135275,4.0,18
20,Beqaaboo,-0.5528821812681778,0,0.53,OAFF;Savera;Shalmali Kholgade;Kausar Munir,Gehraiyaan (Original Motion Picture Soundtrack),0.679,9,0.4340515765074993,1.0,0.051,0.0221,0.00609,0.351,0.511,0.0030146509089976417,1.0,10
21,Brokedown Palace 9/25: The Caverns - Live,0.9807625551630468,0,0.2,Greensky Bluegrass,Courage for the Road: Fall 2019 (Live),0.454,5,-1.176383813062814,0.0,0.0371,0.793,0.00148,0.922,0.249,-0.00920674323954922,4.0,2
22,→,0.3819587494477114,0,0.18,SILENT SIREN,Silent Siren Selection,0.522,9,0.5765768649580973,1.0,0.0436,0.00608,0.0,0.265,0.616,1.7114541514278252,4.0,14
23,Ukon Laulu,0.0853869724900747,0,0.27,Lepoka,Bibere Vivere,0.373,7,0.7918703464556556,1.0,0.09,0.000365,0.000162,0.0878,0.479,1.8387466883369508,4.0,17
24,Monday Morning Before Work,-0.16131788834992,0,0.13,Kelpe,Kyverdale Road,0.757,8,-2.4591114091181963,1.0,0.047,0.857,0.952,0.106,0.476,-0.6849875859038278,4.0,9
25,えっと干支がーる,-0.3892921059275345,0,0.28,夜光性アミューズ,えっと干支がーる,0.684,10,0.6538617044700413,1.0,0.0494,0.0174,0.0,0.323,0.808,-0.7821689667204215,4.0,14
26,Soim In Vazduh,1.6932210887324706,0,0.2,Bucovina,Sub Stele,0.497,0,0.6426537299087853,1.0,0.0821,0.000247,0.349,0.252,0.232,1.0189303264313554,4.0,1
27,Doug's Tune,-1.0514535833461511,0,0.28,The Dillards,Back Porch Bluegrass,0.397,3,-0.1178157082325508,1.0,0.0503,0.275,0.969,0.0951,0.977,0.3800102570033103,4.0,2
28,愛上你算我賤,0.0695988780909388,0,0.55,NICKTHEREAL,REAL LIFE,0.478,6,0.7376705888758506,0.0,0.0414,0.00432,0.0,0.154,0.353,1.3139148077165186,4.0,15
29,never had,-1.0101894678918153,0,0.12,Organ Tapes,唱着那无人问津的歌谣 / Chang Zhe Na Wu Ren Wen Jin De Ge Yao,0.405,2,-0.9928741400225486,1.0,0.0419,0.863,0.72,0.134,0.748,-1.134394133199985,4.0,19
30,I Love You - Love Mix,-0.2532505445291605,0,0.01,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.682,0,0.6664079446505518,1.0,0.0477,0.0158,0.218,0.0439,0.512,0.6589070585915925,4.0,8
31,H.O.P.E.,3.1865597488741364,0,0.33,Hozho,"Singles Collection, Vol. 1",0.712,4,-0.4752999117758935,0.0,0.0516,0.0664,0.745,0.0998,0.0839,0.10265341660800704,4.0,19
32,Pal - Lofi Flip,0.1894417568767011,0,0.57,Kritiman Mishra;Arijit Singh;Shreya Ghoshal;Javed-Mohsin,Pal (Lofi Flip),0.616,7,0.2026989075788877,0.0,0.0417,0.192,0.046,0.176,0.23,-0.12938924655555253,4.0,10
33,Meu Vício É Você,-0.9669897222882357,0,0.0,Zezo,Zezo (O Príncipe dos Teclados),0.771,1,1.092980110787905,0.0,0.0265,0.533,0.0,0.105,0.713,-0.42034361663355496,4.0,7
34,Get Get Down - Original Mix,3.0127147441064386,0,0.08,Paul Johnson,"Best Of Moody Recordings, Vol. 1",0.906,5,0.1392985738667085,0.0,0.0839,0.000146,0.845,0.116,0.51,0.10026156198912278,4.0,5
35,Battle Cry,-0.6708383094539194,1,0.0,Kraff Gad,Battle Cry,0.867,7,-0.0565900561516602,1.0,0.115,0.231,0.0,0.0872,0.204,-0.7794494607838817,4.0,13
36,Wir Ziehen Heut Abend Auf's Dach,-0.3276452184470698,0,0.26,Jürgen Drews,Musik Box Teil 1,0.631,7,0.5491424197633812,0.0,0.0761,0.627,3.66e-06,0.493,0.799,0.0055048009231789905,4.0,8
37,Despot,1.1533464675607827,0,0.18,Windir,Likferd,0.318,2,0.5151839296747999,0.0,0.0531,1.21e-06,0.935,0.224,0.192,-1.108837330422863,4.0,1
38,Vou Te Procurar,-0.2923541839078251,0,0.0,Asas Livres,Asas Livres & Pablo: Retrô (Ao Vivo),0.78,0,0.1879779857670889,1.0,0.0282,0.0877,1.58e-05,0.573,0.83,0.16408803866839647,4.0,7
39,Isso Aquí Tá Bom Demais,-0.8757413797981218,0,0.53,Dominguinhos,Nas Costas Do Brasil,0.728,2,0.1934983314465135,1.0,0.043,0.256,0.00262,0.314,0.809,0.5274861150800085,4.0,7
40,The Light Tears Apart,0.1257712560583905,0,0.0,Shivered,Journey to Fade,0.443,4,0.6336204369788178,0.0,0.0715,2.47e-05,0.00178,0.375,0.454,1.1809211378801887,4.0,12
41,i loved you first,-0.1637911935406206,0,0.5,joan,i loved you first,0.556,0,-0.121997788292721,1.0,0.0269,0.0862,6.89e-06,0.0999,0.216,-1.6013300259907066,4.0,16
42,Filho de Davi,1.0769575080345617,0,0.49,Tony Allysson,Poderoso Deus,0.578,2,0.5919669195795234,1.0,0.0278,0.661,0.0,0.138,0.343,0.46156266996774054,4.0,3
43,"Tere Siva Jag Mein (From ""Tadap"")",-0.3793011260662857,0,0.44,Pritam;Shilpa Rao;Darshan Raval;Charan,"Tere Siva Jag Mein (From ""Tadap"")",0.756,5,0.526224621033649,1.0,0.0682,0.0894,0.00044,0.129,0.709,-0.060713530374978945,4.0,10
44,Homophobia,0.2932521435172109,1,0.0,Tension Prophecy,Death Metal From Iran,0.238,1,0.4840692540271339,1.0,0.151,0.0106,0.73,0.254,0.156,-1.03442771618332,4.0,12
45,Ajab Adaayein,-0.4846561064622527,0,0.46,Swattrex,Ajab Adaayein,0.667,4,-1.5164705635558489,1.0,0.0316,0.867,0.000222,0.108,0.307,-1.0852792006834393,4.0,10
46,The Remedy,1.206048397533378,1,0.12,Puscifer,Money Shot,0.466,11,0.1213992712091805,0.0,0.0311,0.0304,0.0405,0.171,0.659,1.8390415745228403,5.0,11
47,Long Hot Summer Days,0.4393140125063677,0,0.32,John Hartford,Mark Twang,0.591,9,-1.4094093140154935,1.0,0.0811,0.926,0.00106,0.294,0.522,-1.7343892260905676,4.0,2
48,Acalma Minha Tempestade,1.3786811894803377,0,0.56,Frei Gilson,Eu Vou Crer em Ti,0.538,10,0.3340162214682298,1.0,0.0515,0.0567,9.07e-06,0.178,0.345,0.33161615738560646,4.0,3
49,Cloudy Daze - Ham Mix,0.7831132099235867,0,0.23,Bang!,Cloudy Daze,0.593,10,-0.9278009742863016,0.0,0.043,0.00315,0.124,0.0639,0.328,1.5060167752578841,4.0,8
50,La Lola,-0.4545951836899043,0,0.67,Café Quijano,La Extraordinaria Paradoja Del Sonido Quijano,0.725,9,0.7495476962467339,0.0,0.102,0.0646,0.00883,0.121,0.867,0.9204383403441398,4.0,17
51,Des fissures apparaissent,-1.574660278232683,0,0.25,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.198,1,-0.9498823570039996,1.0,0.0506,0.831,0.927,0.0979,0.234,-1.5498232388552764,3.0,6
52,The Potters Hand,0.1199643656106588,0,0.43,Hillsong Worship,Ultimate Worship Vol 1,0.301,7,0.379349969320474,1.0,0.0259,0.34,2.46e-06,0.205,0.193,-1.615419032649889,4.0,12
53,Goodbye (feat. Xillions),-0.8635019406725998,0,0.53,le Shuuk;Xillions,Goodbye (feat. Xillions),0.689,1,0.7314811103867989,0.0,0.122,0.0359,0.000547,0.0743,0.514,0.5953099378346787,4.0,19
54,Summer Wages,0.2509615575291851,0,0.21,J.D. Crowe & The New South,J.D. Crowe & the New South,0.585,11,-0.9400126480619984,1.0,0.0313,0.696,0.000177,0.177,0.509,0.1545533853246242,4.0,2
55,E.C.T. - Ao Vivo,-0.3247808768625826,0,0.44,Cássia Eller,Acústico (Ao Vivo),0.666,7,0.0815858690363609,1.0,0.12,0.67,2.99e-06,0.149,0.633,0.20314407573292037,4.0,3
56,American Car,0.3467654740069134,0,0.17,Keller Williams with The Travelin' McCourys,Pick,0.593,2,0.3274921765743643,1.0,0.0269,0.577,0.00228,0.203,0.665,-0.9133605543096469,4.0,2
57,Blow the Man Down,-1.2309392880942214,0,0.42,Mickey Mouse;The Gooey Fish,Mickey Mouse Clubhouse,0.725,2,-0.0261445133136216,1.0,0.027,0.321,0.0,0.101,0.975,-0.8607069875624229,1.0,6
58,Beaks of Eagles,0.2752155898538018,0,0.11,Kelpe,Fourth: The Golden Eagle,0.615,10,-0.0590993041877623,1.0,0.0425,0.0907,0.729,0.183,0.644,-0.9440614827739586,4.0,9
59,Down 4 U - Extended Version; 2017 Remaster,2.580942133997069,0,0.07,Romanthony,Glasgow Underground 1997-2017,0.885,5,0.3305032742176869,0.0,0.0599,0.000285,0.0934,0.0555,0.708,0.14731229120443956,4.0,5
60,For Those Tears I Died,-0.6067083408729096,0,0.37,The Isaacs,The Living Years,0.422,11,-0.8004984572547229,1.0,0.0315,0.901,0.0,0.0546,0.231,-1.5298365084782966,4.0,2
61,Acending,-0.6752570207037085,0,0.58,So Jao,Acending,0.205,5,-3.6762639898301104,1.0,0.0462,0.97,0.979,0.143,0.0592,-1.205101287550022,3.0,16
62,Filmes e Histórias,-0.1443762365891136,0,0.46,Pablo,Um Novo Passo,0.649,1,0.5265591874384625,1.0,0.0314,0.316,0.0,0.397,0.635,0.2626783201509082,4.0,7
63,Dignity,0.6878469684873151,0,0.02,Kahtmayan,Resurrection 1,0.602,6,0.750216829056361,1.0,0.043,0.000487,0.000916,0.363,0.185,-0.12883223931553847,4.0,12
64,Dance Wit U,-0.4388559688399919,0,0.21,CIRRRCLE,BESTY,0.763,10,0.4855748028487953,0.0,0.285,0.0653,0.0,0.0282,0.8,-0.5874785537695785,4.0,13
65,Falling Time,1.8002477497118754,0,0.06,Alphaxone,Dystopian Gate,0.106,1,-2.4671410028337224,1.0,0.0391,0.843,0.876,0.141,0.0388,-1.3618169127846036,3.0,12
66,Stupid MF,-0.9662076495006624,0,0.53,Mindless Self Indulgence,You'll Rebel To Anything (Expanded and Remastered),0.704,0,0.6396426322654629,0.0,0.128,0.00698,0.0151,0.167,0.726,0.9200123936311877,4.0,11
67,與海無關 (《比悲傷更悲傷的故事》影集版插曲),0.0137784328778952,0,0.52,告五人,運氣來得若有似無,0.654,2,-0.6265239267516454,1.0,0.0298,0.906,2.14e-05,0.091,0.373,-1.4986113379057362,4.0,15
68,Het barsten begint,-1.574660278232683,0,0.18,Germaine Franco,Encanto (Originele Nederlandstalige Soundtrack),0.198,1,-0.9498823570039996,1.0,0.0506,0.831,0.927,0.0979,0.234,-1.5498232388552764,3.0,6
69,Helligdom Av Døde,1.3040616696360008,0,0.11,Khold,Svartsyn,0.468,2,-0.7327487602799666,1.0,0.0406,7.77e-05,0.000738,0.0564,0.282,0.13148673256168325,4.0,1
70,A System Of Mirrors,2.107367733391907,0,0.08,Robert Hood,Mirror Man,0.685,10,-0.5739970011959086,0.0,0.0373,8.41e-06,0.896,0.069,0.148,0.20006415334695973,4.0,5
71,ラッキー7,-0.4780573673171031,0,0.26,Flower,Hitomi No Oku No Milkyway,0.674,7,0.930548121250897,1.0,0.0467,0.016,0.0,0.0402,0.778,-1.0121146614509866,4.0,14
72,Snart blir jeg majestet,-0.7060315848947175,0,0.41,Eirik Espolin Johnson;Pernille Sommerfeldt;Anders Hatlo,The Lion King: Special Edition Original Soundtrack (Norwegian Version),0.629,6,0.0866043651085649,1.0,0.0753,0.261,9.5e-06,0.0898,0.843,-0.8193246261425448,4.0,6
73,Tell Me If Yuh Like It,-0.5587477271749774,1,0.22,Vybz Kartel,Tell Me If Yuh Like It,0.65,4,0.7226151006592382,0.0,0.338,0.0423,0.0,0.075,0.331,-0.29249407248441484,5.0,13
74,Dull Boy,0.1124075873007319,0,0.32,Mudvayne,"By The People, For The People",0.598,2,0.7338230752204942,0.0,0.193,0.00148,2.3e-06,0.23,0.312,0.6250606774777893,4.0,11
75,Atomic Ever After,-0.5932273611971149,0,0.4,Kid Travis,Strawberry Skies,0.748,6,-0.7693837816070571,1.0,0.176,0.205,0.0,0.0917,0.59,0.4504552902992222,4.0,18
76,River of Grace,-0.1091829611483155,0,0.48,Christy Nockels,Be Held : Lullabies for the Beloved,0.521,11,-0.2978124340222732,1.0,0.0468,0.828,0.000766,0.1,0.398,-1.5349478690337206,4.0,3
77,Dooms Day,-0.1638987285489119,0,0.08,Arsames,Immortal Identity,0.456,7,0.8459028208330536,0.0,0.139,7.98e-06,0.695,0.333,0.416,1.3472697118538393,4.0,12
78,"Zicke Zacke, Prost ihr Säcke",-0.7212624524327074,0,0.22,Jack Gelee,"Zicke Zacke, Prost ihr Säcke",0.71,8,1.1669192862517128,1.0,0.304,0.0221,0.0,0.529,0.712,0.5306643328612664,4.0,8
79,Sick Of It All,0.5627153224755884,0,0.24,Nosferatu;Evil Activities,Strength,0.596,6,0.9392468477760508,0.0,0.18,0.23,0.00349,0.584,0.15,1.509653704883859,4.0,8
80,Aropador,-0.037105177863592,0,0.22,Plastilina Mosh,Juan Manuel,0.783,2,-0.9498823570039996,1.0,0.0651,0.952,0.918,0.0676,0.397,-0.22103332010377,4.0,0
81,The Sicarii,-0.2047229280602377,0,0.01,Ninkharsag,Blood Of Celestial Kings,0.172,6,0.6264272592753253,0.0,0.0992,0.0,0.886,0.115,0.197,-0.0613688330102901,4.0,1
82,Daar zijn we weer!,-0.0546822637643018,1,0.17,Nosferatu;Neophyte,Harmony Of Hardcore 2016,0.599,4,0.7353286240421554,0.0,0.144,0.181,0.00197,0.303,0.259,-0.7821034364568906,4.0,8
83,deep cracks,-1.272213179458402,0,0.33,fogdream,deep cracks,0.763,5,-0.8366316289745928,1.0,0.0892,0.29,0.861,0.102,0.665,-1.5694495527828356,4.0,18
84,WKND,0.2047703835131376,0,0.16,Camo & Krooked,Zeitgeist,0.612,9,0.5462986053224657,1.0,0.184,0.00075,0.681,0.134,0.439,1.6409108227366151,4.0,11
85,Offering,-0.2122894822800093,0,0.31,The Avett Brothers,A Carolina Jubilee,0.342,7,0.2612480284212695,1.0,0.0294,0.24,0.00412,0.107,0.195,-1.159787110318279,4.0,2
86,Hondo,-1.421784600081794,0,0.15,Flamman & Abraxas,Hondo,0.597,3,0.0414379004587276,0.0,0.034,0.000821,0.798,0.308,0.843,0.49773537543689794,4.0,19
87,Tum Mile,0.9772432276189668,0,0.7,Pritam;Neeraj Shridhar,Tum Mile (Original Motion Picture Soundtrack),0.738,0,0.3698148267832861,1.0,0.0334,0.32,5.15e-06,0.31,0.793,-0.02893135256240443,4.0,10
88,イエローライト,0.2995771571867099,0,0.17,Shiritsu Ebisu Chugaku,私立恵比寿中学,0.459,8,0.7022065499656079,0.0,0.0491,0.0138,1.3e-06,0.0261,0.645,1.4507747631011823,4.0,14
89,Aaoge jab tum o sajna unplugged,-1.3901986353736775,0,0.05,Nitin Shukla,Aaoge jab tum o sajna unplugged,0.501,7,-1.88817383930377,1.0,0.0332,0.983,0.00057,0.123,0.547,-0.9781372198101207,4.0,10
90,Dendrofil for Yggdrasil,0.9410137057346342,0,0.04,Kvelertak,Nattesferd,0.104,9,0.5936397516035914,1.0,0.0864,9.91e-06,0.57,0.525,0.126,1.1237787480810857,4.0,1
91,Hermosa,-0.329776366793207,0,0.01,Timothy Infinite,Suave,0.763,0,0.5789188297917925,0.0,0.0496,0.218,0.873,0.103,0.284,-0.7179165433281961,4.0,18
92,Forest Green,-0.5316880087249416,0,0.34,Kyson,Forest Green / Have My Back,0.616,6,-0.519629960413697,0.0,0.0426,0.472,0.0999,0.112,0.0924,-0.6509446139994308,4.0,9
93,Big Brother,0.6267377560483071,1,0.21,Mushroomhead,Superbuick,0.323,9,0.4750359610971666,1.0,0.11,0.000528,0.00663,0.161,0.407,0.7672285842084707,4.0,11
94,Dhoom Machale Dhoom,-0.0801387329998124,0,0.53,Pritam;Aditi Singh Sharma;Sameer Anjaan,Dhoom:3,0.7,1,0.1023289861348045,1.0,0.117,0.096,1.38e-05,0.327,0.674,-0.45540230762268336,4.0,10
95,Confide,0.2400614180523824,0,0.34,Technimatic;A Little Sound,Confide,0.285,10,0.87383911563499,0.0,0.0465,0.0101,0.000269,0.0887,0.0378,1.6357994621811915,4.0,9
96,Rockit,-0.8619280191876085,0,0.23,Bad Boy Bill,The Album,0.866,7,0.1735916303601036,1.0,0.0649,0.00108,0.443,0.0406,0.602,0.13296116349113216,4.0,5
97,My Promiscuous Daughter,-0.4581145112339841,0,0.28,CKY,"Camp Kill Yourself, Vol.1",0.263,7,-0.2153418152357182,0.0,0.0525,0.00696,0.478,0.356,0.308,0.06887256575773477,4.0,11
98,Are You Ready (ft. Capital J),-0.7041839379340756,0,0.14,Bassnectar;Capital J,Cozza Frenzy,0.471,1,0.4435867190446871,1.0,0.0921,0.000248,0.731,0.195,0.667,-0.9627048427485514,4.0,4
99,Graveyard Slut,-0.0019119024227939,1,0.19,Darkthrone,The Cult is Alive,0.0658,9,1.068891329641325,1.0,0.164,0.000697,0.217,0.317,0.107,2.493197430221862,3.0,1
100,Too Close To Hate,0.4351396990026953,0,0.24,Sevendust,Sevendust,0.646,4,-0.0331704078147073,1.0,0.0745,0.000264,0.00109,0.207,0.39,-1.0285955227290537,4.0,11
101,We Don't Talk About Bruno (from Disney's 'Encanto'),-1.134617248394726,0,0.04,Piano Genie,We Don't Talk About Bruno (from Disney's 'Encanto'),0.737,9,-3.787340036228229,0.0,0.0617,0.995,0.971,0.0863,0.185,-0.9455031485716423,4.0,6
102,Their Law,1.5339519655431697,1,0.48,The Prodigy,Music for the Jilted Generation,0.638,7,0.0678686464390028,1.0,0.0541,0.00223,0.716,0.309,0.562,-0.15766555526921422,4.0,4
103,Amores de barra,-0.4805404484176483,0,0.29,Ella Baila Sola,Grandes Éxitos: Ella Baila Sola,0.604,7,0.3151132195962607,1.0,0.155,0.443,2.46e-06,0.201,0.315,1.5783621861961983,4.0,17
104,Mehman,0.2650779713448831,0,0.24,Anupam Roy,Mehman,0.603,6,0.4787161915501163,1.0,0.0486,0.131,4.16e-05,0.234,0.703,0.13394411744409843,4.0,10
105,BALD! REMIX,-0.8866219674552352,1,0.48,JPEGMAFIA;Denzel Curry,BALD! REMIX,0.721,1,1.5516706517873644,1.0,0.31,0.181,0.0,0.646,0.705,1.0197166895937275,4.0,11
106,Be Kind,0.03530498635585,0,0.33,Rival Consoles,Persona,0.507,10,-1.8766312983377005,0.0,0.0405,0.959,0.93,0.102,0.45,0.9896055335011962,4.0,9
107,"Safar (From ""Jab Harry Met Sejal"")",1.1911694627497962,0,0.5,Pritam;Arijit Singh,"Safar (From ""Jab Harry Met Sejal"")",0.307,7,0.5489751365609745,1.0,0.0397,0.593,3.79e-06,0.0789,0.452,-1.2533315615088978,5.0,10
108,期待,0.3814406262259441,0,0.26,王瑞霞,"鄉城台語精選, Vol. 1",0.318,0,-0.2812513969839995,1.0,0.0536,0.128,0.0,0.0825,0.483,-1.6305892886573345,4.0,15
109,Close - Derrick Carter Mix,5.0402482218000415,0,0.07,Chez Damier;Derrick Carter,Close,0.728,0,-0.0217951500510447,0.0,0.036,1.04e-05,0.756,0.626,0.661,0.13538578324178258,4.0,5
110,勉強の歌 - 2012 Remaster,0.3539312159230536,0,0.23,Chisato Moritaka,ザ・シングルス 1987-1992 (2012 Remaster),0.671,9,0.5491424197633812,1.0,0.038,0.0841,8.61e-05,0.642,0.963,0.19685317043393724,4.0,14
111,Stukas im Visier,0.8697082193276393,0,0.3,Feindflug,Feindflug (Vierte Version),0.594,4,1.396264556751443,0.0,0.0929,0.00654,0.932,0.311,0.111,0.5246027834846412,4.0,11
112,"Ponyo on the Cliff By the Sea (from ""Ponyo on the Cliff By the Sea"")",-1.523972185688089,0,0.22,David Healer,Studio Ghibli Piano Lullaby,0.641,5,-1.8097180173749785,1.0,0.0484,0.985,0.954,0.104,0.63,-0.25825450978942466,4.0,6
113,Fried Banana 2018,0.3517218602981591,0,0.11,OSAMU SATO,LSD REVAMPED,0.56,9,0.0765673729641566,0.0,0.0456,0.107,0.833,0.0795,0.964,-0.1273905735178548,4.0,9
114,Mi Chaqueta de Cuero,-0.6710631553803468,1,0.42,C.R.O,C.R.O - Mdbcrew Vol 2,0.735,5,0.1170499079466036,1.0,0.0684,0.773,0.0484,0.0948,0.32,0.43168086979756803,4.0,17
115,cheesus,-1.1518130738114938,0,0.0,Giorgio Robertini,Slidetrue,0.598,9,-0.5216373588425788,1.0,0.0769,0.778,0.942,0.103,0.0386,-1.105396991587481,4.0,18
116,Don't Loose Control,1.2721530999030104,0,0.0,Cosmic Boys,"Monosphere, Vol. 5",0.789,5,0.7229496670640518,1.0,0.0635,0.000309,0.917,0.065,0.363,0.16706966565906,4.0,19
117,Shabistan,1.4270719432114347,0,0.06,Dariush Dolat-Shahi,"Electronic Music, Tar and Sehtar",0.316,7,-0.986684661533497,0.0,0.0559,0.828,0.817,0.0685,0.269,-1.1430113628543224,4.0,12
118,Prego e Martelo,-0.6368376950141706,0,0.42,Pablo,Meu Coração,0.773,4,0.8271671021634914,1.0,0.0389,0.75,0.0,0.122,0.792,0.2639233951579991,4.0,7
119,Weird Sex,-1.888525639705534,0,0.0,Leila Bela,Angra Manyu,0.34,6,-1.4557467610821786,1.0,0.0597,0.767,0.635,0.112,0.139,-1.396023710347828,3.0,12
120,Crackpipe,0.2792041610704256,0,0.21,Micropoint,Overdose United,0.673,5,1.2478843562166064,0.0,0.288,0.0002,0.898,0.0887,0.105,-0.7829225647510288,4.0,11
121,退後,0.1601140273427027,0,0.6,Jay Chou,依然范特西,0.661,0,0.5367634627852776,1.0,0.0246,0.406,0.0,0.111,0.186,0.2641199859485924,4.0,15
122,可愛女人,-0.0719074169106035,0,0.55,Jay Chou,杰倫,0.767,5,-0.1875728036361885,1.0,0.0317,0.552,3.23e-05,0.201,0.921,0.37925665897270205,4.0,15
123,Pai Nosso - Ao Vivo,-0.2928429794000584,0,0.58,Padre Marcelo Rossi,Padre Marcelo Rossi Sem Limite,0.189,9,0.2483672218359455,1.0,0.045,0.0877,0.0,0.0628,0.282,1.9451350711796613,3.0,3
124,"Bilu, Bilu",-0.3551448528401157,0,0.57,Pablo,É Só Dizer Que Sim,0.628,5,0.4360589749363809,1.0,0.0298,0.437,0.0,0.527,0.606,0.2659220681956964,4.0,7
125,Nossa História,0.3169196212511476,0,0.45,Forró Boys,"Forró di Katiguria, Vol. 3",0.717,8,0.6873183449514023,1.0,0.0334,0.0874,0.0,0.116,0.901,-1.0122784871098143,4.0,7
126,Ova Dweet (Mixed),-0.902527372772507,0,0.04,Popcaan,CruiseControl: How I Met The Biggest Bird (DJ Mix),0.503,1,0.1988513939235313,1.0,0.395,0.126,0.0,0.607,0.539,0.14944202476919966,5.0,13
127,Ballada 07,-0.2657246054909545,0,0.23,Grzegorz Markowski,Polska Nostalgia 60+ Cz.3,0.498,5,0.2714523037680846,0.0,0.0251,0.629,0.000884,0.229,0.281,-0.4849564564752012,4.0,6
128,I'm not yours (feat. 安室奈美惠),-0.2160629834800504,0,0.48,Jolin Tsai;Namie Amuro,呸,0.622,9,0.5411128260478546,1.0,0.0437,0.0122,1.8e-05,0.651,0.483,0.13505813192412655,4.0,15
129,Baadaabaad,0.4514361407137537,0,0.0,Rojin Sharafi,Zangaar,0.4,7,-0.7384363891617981,0.0,0.16,0.839,0.362,0.111,0.0383,-1.1579194978076432,1.0,12
